0,0,0,0,0,M107
0,0,0,0,0,M190 S50 
0,0,0,0,0,M104 S200 
0,0,0,0,0,M109 S200 
0,0,0,0,0,M83 
0,0,0,0,0,M107
0,0,0,2700,-2,0
0,0,2,9000,0,0
100.628,99.715,2,9000,0,0
100.628,99.715,.3,9000,0,0
100.628,99.715,.3,2400,2,0
100.628,99.715,.3,2400,2,M204 P1000
100.628,99.715,.3,1200,0,0
102.5,99.144,.3,1200,.07812,0
122.5,99.144,.3,1200,.79839,0
124.078,99.538,.3,1200,.06492,0
125.285,100.628,.3,1200,.06492,0
125.856,102.5,.3,1200,.07812,0
125.856,122.5,.3,1200,.79839,0
125.462,124.078,.3,1200,.06492,0
124.372,125.285,.3,1200,.06492,0
122.5,125.856,.3,1200,.07812,0
102.5,125.856,.3,1200,.79839,0
100.922,125.462,.3,1200,.06492,0
99.715,124.372,.3,1200,.06492,0
99.144,122.5,.3,1200,.07812,0
99.144,102.5,.3,1200,.79839,0
99.538,100.922,.3,1200,.06492,0
100.588,99.76,.3,1200,.06252,0
100.588,99.76,.3,2700,-1.6,0
100.588,99.76,.3,7200,0,0
101.603,99.433,.3,7200,-.38,0
101.603,99.433,.3,2700,-.02,0
101.603,99.433,2.3,9000,0,0
102.81,102.81,2.3,9000,0,0
102.81,102.81,.3,9000,0,0
102.81,102.81,.3,2400,2,0
102.81,102.81,.3,1200,0,0
122.19,102.81,.3,1200,.77364,0
122.19,122.19,.3,1200,.77364,0
102.81,122.19,.3,1200,.77364,0
102.81,102.87,.3,1200,.77124,0
103.196,102.914,.3,9000,0,0
103.196,102.914,.3,2700,-1.6,0
103.196,102.914,.3,7200,0,0
103.877,102.867,.3,7200,-.38,0
103.877,102.867,.3,2700,-.02,0
103.877,102.867,2.3,9000,0,0
121.834,121.834,2.3,9000,0,0
121.834,121.834,.3,9000,0,0
121.834,121.834,.3,2400,2,0
121.834,121.834,.3,1200,0,0
103.166,121.834,.3,1200,.74524,0
103.166,103.166,.3,1200,.74524,0
121.834,103.166,.3,1200,.74524,0
121.834,121.774,.3,1200,.74285,0
121.479,121.479,.3,9000,0,0
121.479,121.479,.3,1200,0,0
103.521,121.479,.3,1200,.71685,0
103.521,103.521,.3,1200,.71685,0
121.479,103.521,.3,1200,.71685,0
121.479,121.419,.3,1200,.71446,0
121.479,121.419,.3,2700,-1.6,0
121.479,121.419,.3,7200,0,0
120.412,121.422,.3,7200,-.38,0
120.412,121.422,.3,2700,-.02,0
120.412,121.422,2.3,9000,0,0
120.646,103.628,2.3,9000,0,0
120.646,103.628,.3,9000,0,0
120.646,103.628,.3,2400,2,0
120.646,103.628,.3,1200,0,0
121.212,104.194,.3,1200,.0323,0
121.212,104.702,.3,1200,.02048,0
120.298,103.788,.3,1200,.05214,0
119.79,103.788,.3,1200,.02048,0
121.212,105.21,.3,1200,.08111,0
121.212,105.718,.3,1200,.02048,0
119.282,103.788,.3,1200,.11008,0
118.774,103.788,.3,1200,.02048,0
121.212,106.226,.3,1200,.13905,0
121.212,106.734,.3,1200,.02048,0
118.266,103.788,.3,1200,.16801,0
117.758,103.788,.3,1200,.02048,0
121.212,107.242,.3,1200,.19698,0
121.212,107.75,.3,1200,.02048,0
117.25,103.788,.3,1200,.22595,0
116.742,103.788,.3,1200,.02048,0
121.212,108.258,.3,1200,.25492,0
121.212,108.766,.3,1200,.02048,0
116.234,103.788,.3,1200,.28388,0
115.726,103.788,.3,1200,.02048,0
121.212,109.274,.3,1200,.31285,0
121.212,109.782,.3,1200,.02048,0
115.218,103.788,.3,1200,.34182,0
114.71,103.788,.3,1200,.02048,0
121.212,110.29,.3,1200,.37079,0
121.212,110.798,.3,1200,.02048,0
114.202,103.788,.3,1200,.39975,0
113.694,103.788,.3,1200,.02048,0
121.212,111.306,.3,1200,.42872,0
121.212,111.814,.3,1200,.02048,0
113.186,103.788,.3,1200,.45769,0
112.678,103.788,.3,1200,.02048,0
121.212,112.322,.3,1200,.48666,0
121.212,112.83,.3,1200,.02048,0
112.17,103.788,.3,1200,.51562,0
111.662,103.788,.3,1200,.02048,0
121.212,113.338,.3,1200,.54459,0
121.212,113.846,.3,1200,.02048,0
111.154,103.788,.3,1200,.57356,0
110.646,103.788,.3,1200,.02048,0
121.212,114.354,.3,1200,.60253,0
121.212,114.862,.3,1200,.02048,0
110.138,103.788,.3,1200,.63149,0
109.63,103.788,.3,1200,.02048,0
121.212,115.37,.3,1200,.66046,0
121.212,115.878,.3,1200,.02048,0
109.122,103.788,.3,1200,.68943,0
108.614,103.788,.3,1200,.02048,0
121.212,116.386,.3,1200,.7184,0
121.212,116.894,.3,1200,.02048,0
108.106,103.788,.3,1200,.74736,0
107.598,103.788,.3,1200,.02048,0
121.212,117.402,.3,1200,.77633,0
121.212,117.91,.3,1200,.02048,0
107.09,103.788,.3,1200,.8053,0
106.582,103.788,.3,1200,.02048,0
121.212,118.418,.3,1200,.83426,0
121.212,118.926,.3,1200,.02048,0
106.074,103.788,.3,1200,.86323,0
105.566,103.788,.3,1200,.02048,0
121.212,119.434,.3,1200,.8922,0
121.212,119.942,.3,1200,.02048,0
105.058,103.788,.3,1200,.92117,0
104.55,103.788,.3,1200,.02048,0
121.212,120.45,.3,1200,.95013,0
121.212,120.958,.3,1200,.02048,0
104.042,103.788,.3,1200,.9791,0
103.788,103.788,.3,1200,.01024,0
103.788,104.042,.3,1200,.01024,0
120.958,121.212,.3,1200,.9791,0
120.45,121.212,.3,1200,.02048,0
103.788,104.55,.3,1200,.95013,0
103.788,105.058,.3,1200,.02048,0
119.942,121.212,.3,1200,.92116,0
119.434,121.212,.3,1200,.02048,0
103.788,105.566,.3,1200,.8922,0
103.788,106.074,.3,1200,.02048,0
118.926,121.212,.3,1200,.86323,0
118.418,121.212,.3,1200,.02048,0
103.788,106.582,.3,1200,.83426,0
103.788,107.09,.3,1200,.02048,0
117.91,121.212,.3,1200,.80529,0
117.402,121.212,.3,1200,.02048,0
103.788,107.598,.3,1200,.77633,0
103.788,108.106,.3,1200,.02048,0
116.894,121.212,.3,1200,.74736,0
116.386,121.212,.3,1200,.02048,0
103.788,108.614,.3,1200,.71839,0
103.788,109.122,.3,1200,.02048,0
115.878,121.212,.3,1200,.68942,0
115.37,121.212,.3,1200,.02048,0
103.788,109.63,.3,1200,.66046,0
103.788,110.138,.3,1200,.02048,0
114.862,121.212,.3,1200,.63149,0
114.354,121.212,.3,1200,.02048,0
103.788,110.646,.3,1200,.60252,0
103.788,111.154,.3,1200,.02048,0
113.846,121.212,.3,1200,.57356,0
113.338,121.212,.3,1200,.02048,0
103.788,111.662,.3,1200,.54459,0
103.788,112.17,.3,1200,.02048,0
112.83,121.212,.3,1200,.51562,0
112.322,121.212,.3,1200,.02048,0
103.788,112.678,.3,1200,.48665,0
103.788,113.186,.3,1200,.02048,0
111.814,121.212,.3,1200,.45769,0
111.306,121.212,.3,1200,.02048,0
103.788,113.694,.3,1200,.42872,0
103.788,114.202,.3,1200,.02048,0
110.798,121.212,.3,1200,.39975,0
110.29,121.212,.3,1200,.02048,0
103.788,114.71,.3,1200,.37078,0
103.788,115.218,.3,1200,.02048,0
109.782,121.212,.3,1200,.34182,0
109.274,121.212,.3,1200,.02048,0
103.788,115.726,.3,1200,.31285,0
103.788,116.234,.3,1200,.02048,0
108.766,121.212,.3,1200,.28388,0
108.258,121.212,.3,1200,.02048,0
103.788,116.742,.3,1200,.25491,0
103.788,117.25,.3,1200,.02048,0
107.75,121.212,.3,1200,.22595,0
107.242,121.212,.3,1200,.02048,0
